id,name,artist,popularity,explicit,energy,tempo,positiveness,danceability,acousticness,instrumentalness,loudness,mode,speechiness,duration_ms,key,album_name,year
51ZgAMeyKwDjWhNDQExrsk,I Love You - Dialogue,Cast,10,False,0.979,119.841,0.185,0.267,0.695,1.52e-05,-13.05,1,0.525,19453,6,A Star Is Born Soundtrack,2019
74iZuPGwyL33VlTr6jTnab,Always Remember Us This Way,Lady Gaga,72,False,0.502,129.976,0.296,0.553,0.299,0,-5.972,1,0.0409,210200,0,A Star Is Born Soundtrack,2019
0lnrjpBMWV5Qxr9j1pRciH,Unbelievable - Dialogue,Cast,12,False,0.517,56.94,0.715,0.524,0.727,0,-12.84,1,0.558,28813,1,A Star Is Born Soundtrack,2019
1UR9zquKVw87PBAl5b9PDH,How Do You Hear It? - Dialogue,Cast,4,False,0.13,0,0,0,0.606,0,-21.347,1,0,14507,9,A Star Is Born Soundtrack,2019
1l9G7M8gNyQsgOGWZGoQsT,Look What I Found,Lady Gaga,62,False,0.493,97.012,0.447,0.849,0.456,0.000463,-4.1,0,0.0417,175240,1,A Star Is Born Soundtrack,2019
5VpExShvwh3nochk8Depet,Memphis - Dialogue,Cast,10,False,0.159,126.483,0.893,0.83,0.4,0,-21.566,0,0.928,24480,5,A Star Is Born Soundtrack,2019
5Ctq1DOZUWZqsQZXro2jf7,Heal Me,Lady Gaga,56,False,0.544,86.013,0.456,0.606,0.0481,0,-8.36,0,0.0593,196800,9,A Star Is Born Soundtrack,2019
1EWKuMkjiVrHRoqAquXVfL,I Don't Know What Love Is,Lady Gaga,59,False,0.535,62.671,0.221,0.421,0.348,0.000194,-6.556,1,0.0288,177293,0,A Star Is Born Soundtrack,2019
1OlU1rn0QOG40zQ699g3hV,Vows - Dialogue,Cast,5,False,0.264,92.748,0.169,0.789,0.711,0,-23.195,0,0.952,17933,0,A Star Is Born Soundtrack,2019
172e82oK9vGoBPvc6SqMm5,Is That Alright?,Lady Gaga,63,False,0.279,102.727,0.263,0.557,0.868,1.25e-05,-7.757,1,0.0372,191280,6,A Star Is Born Soundtrack,2019
2YEslbHiO4TyqNv2BQ2EWJ,SNL - Dialogue,Cast,4,False,0.0604,0,0,0,0.408,0,-20.782,1,0,13147,6,A Star Is Born Soundtrack,2019
2FoSFSX2W1p8ri1Wj1Wavn,Why Did You Do That?,Lady Gaga,50,False,0.548,116.008,0.445,0.792,0.0304,9.94e-06,-5.484,0,0.0582,184960,11,A Star Is Born Soundtrack,2019
16VQqrD8XTaIiJDCMStjxK,Hair Body Face,Lady Gaga,47,False,0.457,115.009,0.401,0.863,0.0103,5.32e-05,-6.422,0,0.0526,202640,4,A Star Is Born Soundtrack,2019
6I1iluD72xZcXK9E4BRp25,Scene 98 - Dialogue,Cast,43,True,0.139,65.859,0.562,0.728,0.546,0,-20.819,1,0.933,35227,7,A Star Is Born Soundtrack,2019
3ZZyYqxcaogkXq1j7V1N2H,Before I Cry,Lady Gaga,49,False,0.56,146.41,0.167,0.48,0.157,0,-5.196,1,0.0373,258547,2,A Star Is Born Soundtrack,2019
0BREFDMy22wEf3ZJP2BEJp,Too Far Gone,Bradley Cooper,47,False,0.482,67.479,0.342,0.565,0.0385,1.98e-05,-6.621,1,0.0251,86160,7,A Star Is Born Soundtrack,2019
5BIWSuX4Bto9f8xuXhOyJn,Twelve Notes - Dialogue,Cast,43,False,0.26,81.57,0.615,0.505,0.101,0.000224,-25.521,1,0.721,63707,11,A Star Is Born Soundtrack,2019
4A7EkKijzA4ryEoCRWJzdG,I'll Never Love Again - Film Version,Lady Gaga,71,False,0.34,110.502,0.221,0.451,0.763,2.49e-06,-7.466,1,0.031,281067,7,A Star Is Born Soundtrack,2019
2fbJ5Msx8KoDKpyufH5YsU,I'll Never Love Again - Extended Version,Lady Gaga,66,False,0.359,109.246,0.202,0.406,0.685,3.67e-06,-6.145,1,0.0293,328893,7,A Star Is Born Soundtrack,2019
2tnVG71enUj33Ic2nFN6kZ,Ride It,Regard,82,False,0.751,117.948,0.884,0.88,0.177,6.43e-05,-4.258,0,0.0874,157606,7,Ride It,2019
0pEkK8MqbmGSX7fT8WLMbR,Grace,Lewis Capaldi,73,False,0.565,104.483,0.488,0.722,0.435,0,-5.848,1,0.0335,185658,4,Divinely Uninspired To A Hellish Extent,2019
4Of7rzpRpV1mWRbhp5rAqG,Bruises,Lewis Capaldi,82,False,0.308,111.202,0.361,0.736,0.946,0,-7.83,1,0.0677,220492,4,Divinely Uninspired To A Hellish Extent,2019
60iSKGrGazRzICtMjADNSM,Hold Me While You Wait,Lewis Capaldi,79,False,0.53,106.958,0.162,0.688,0.443,0,-5.507,1,0.0333,205687,11,Divinely Uninspired To A Hellish Extent,2019
7qEHsqek33rTcFNT9PFqLf,Someone You Loved,Lewis Capaldi,90,False,0.405,109.891,0.446,0.501,0.751,0,-5.679,1,0.0319,182161,1,Divinely Uninspired To A Hellish Extent,2019
5HU2B0yEnvg5EUB8FWeoda,Maybe,Lewis Capaldi,57,True,0.636,96.966,0.341,0.681,0.65,0,-5.485,1,0.0409,210116,4,Divinely Uninspired To A Hellish Extent,2019
12OLyHDxt6dqlAybSPFBK3,Forever,Lewis Capaldi,76,False,0.355,84.988,0.364,0.646,0.873,0,-7.119,1,0.0263,210863,1,Divinely Uninspired To A Hellish Extent,2019
5C1TucCRf4Vjjree1OItyv,One,Lewis Capaldi,68,False,0.339,117.995,0.512,0.708,0.834,0,-7.085,1,0.0409,179908,9,Divinely Uninspired To A Hellish Extent,2019
4QGHin0gSqzPrPJhPU5gWn,Don't Get Me Wrong,Lewis Capaldi,55,False,0.324,79.858,0.137,0.57,0.837,0,-7.866,1,0.0374,213091,4,Divinely Uninspired To A Hellish Extent,2019
5uGjeXi3epIE8N2ITkxIQ5,Hollywood,Lewis Capaldi,59,False,0.669,125.038,0.732,0.723,0.553,0,-4.897,1,0.0527,191844,10,Divinely Uninspired To A Hellish Extent,2019
6glNKSv2aUtfQhe1SJBZZt,Lost On You,Lewis Capaldi,63,False,0.282,125.522,0.382,0.555,0.889,0,-8.228,1,0.0612,197179,10,Divinely Uninspired To A Hellish Extent,2019
6r2tV58enH9E8hj2oqoJNK,Fade,Lewis Capaldi,57,True,0.487,138.46,0.126,0.41,0.328,0,-7.663,1,0.0449,246054,7,Divinely Uninspired To A Hellish Extent,2019
4RtlhOoWNO5ReUwdmTdTcG,Headspace,Lewis Capaldi,54,False,0.228,146.881,0.194,0.368,0.865,1.99e-06,-9.183,1,0.0335,306801,11,Divinely Uninspired To A Hellish Extent,2019
3M7uaVssQA4a4ktj0pez8b,Poison,Freya Ridings,33,False,0.579,120.904,0.0715,0.407,0.411,8.2e-05,-5.729,1,0.0503,245241,7,Freya Ridings,2019
3cWI6Hj9LQ0MfMuhw9uSMc,Lost Without You,Freya Ridings,70,False,0.136,67.016,0.0976,0.386,0.932,0,-9.267,1,0.0458,225853,6,Freya Ridings,2019
5tZWtGT65sMrDVPB5H444n,Castles,Freya Ridings,61,False,0.752,116.945,0.429,0.672,0.0046,0.00047,-4.866,1,0.0843,211843,4,Freya Ridings,2019
1bC7e6WRkuFEeGSRAcsZwy,You Mean The World To Me,Freya Ridings,48,False,0.279,160.839,0.151,0.317,0.557,2.21e-05,-7.363,1,0.0283,192331,3,Freya Ridings,2019
73le7T8d8LvSY1gXTnLwzK,Love Is Fire,Freya Ridings,38,False,0.813,129.806,0.14,0.594,0.0568,0.00012,-4.304,1,0.0531,211640,8,Freya Ridings,2019
4LX046nDpHzhRRap1FOgm6,Holy Water,Freya Ridings,38,False,0.652,123.529,0.317,0.559,0.182,0,-3.459,1,0.0484,223200,5,Freya Ridings,2019
4G9riegFbyX3uBZhCACDQh,Blackout,Freya Ridings,49,False,0.176,139.793,0.182,0.324,0.848,6.58e-05,-8.752,1,0.0302,174278,6,Freya Ridings,2019
2PXt0tumLcyaMbiJ9ldkHg,Ultraviolet,Freya Ridings,45,False,0.432,67.833,0.154,0.292,0.588,0.0572,-7.423,0,0.0351,215134,0,Freya Ridings,2019
1vBzcCDJffVITfXIntxEVb,Still Have You,Freya Ridings,41,False,0.31,152.462,0.235,0.359,0.895,0,-3.723,1,0.0288,233097,5,Freya Ridings,2019
6IgGwkA5kXqFJkMYTFpBRX,Unconditional,Freya Ridings,45,False,0.216,119.082,0.278,0.402,0.919,0,-7.777,1,0.0366,197056,2,Freya Ridings,2019
4l4au5PiwTmbq41x0Ab8Uj,Elephant,Freya Ridings,37,False,0.21,94.582,0.202,0.486,0.909,1.91e-05,-6.395,0,0.031,194828,7,Freya Ridings,2019
3ZFTYYqPfwWj73jx8ccNzh,Wishbone,Freya Ridings,29,False,0.123,125.218,0.291,0.433,0.979,0.000121,-10.543,1,0.0401,192318,9,Freya Ridings,2019
3RIgHHpnFKj5Rni1shokDj,Norman fucking Rockwell,Lana Del Rey,79,True,0.203,78.287,0.143,0.215,0.968,0.0585,-12.65,1,0.0346,248934,5,Norman Fucking Rockwell!,2019
6OG05bPAwUuV3OMvy2Vy1P,Mariners Apartment Complex,Lana Del Rey,74,True,0.252,76.054,0.159,0.531,0.763,0.000133,-12.765,1,0.028,247150,9,Norman Fucking Rockwell!,2019
3hwQhakFwm9soLEBnSDH17,Venice Bitch,Lana Del Rey,71,True,0.286,77.826,0.312,0.368,0.913,0.177,-13.031,0,0.0294,577199,9,Norman Fucking Rockwell!,2019
7MtVPRGtZl6rPjMfLoI3Lh,Fuck it I love you,Lana Del Rey,73,True,0.452,129.974,0.175,0.534,0.895,0.00165,-10.732,0,0.0359,218288,9,Norman Fucking Rockwell!,2019
